seqnames,starts,ends,set,gene_name,gene_start,diff_next,diff_prev
chr1,154952261,155148869,train,ADAM15,155050565,13165.0,16742.0
chr8,143191371,143387979,train,ZNF696,143289675,70304.0,22243.0
chr20,32906129,33102737,valid,SUN5,33004433,3166.0,145511.0
chr10,13204108,13400716,train,PHYH,13302412,45886.0,68078.0
chr22,19429241,19625849,test,CLDN5,19527545,186918.0,48087.0
chr9,4250088,4446696,train,GLIS3,4348392,142051.0,822388.0
chrX,103612604,103809212,valid,TMEM31,103710908,17747.0,24090.0
chr5,118939467,119136075,train,DMXL1,119037771,230920.0,49226.0
chr5,56717269,56913877,train,MAP3K1,56815573,93686.0,209341.0
chrX,140686567,140883175,test,CDR1,140784871,217719.0,279755.0
chr16,48057714,48254322,train,ABCC12,48156018,88277.0,691869.0
chr19,46198741,46395349,test,HIF3A,46297045,49948.0,67294.0
chr18,61235277,61431885,valid,CDH20,61333581,560666.0,960806.0
chr3,146446560,146643168,train,PLSCR1,146544864,61352.0,48873.0
chr19,51360152,51556760,train,SIGLEC8,51458456,20165.0,40653.0
chr22,44570242,44766850,train,PRR5,44668546,84011.0,170248.0
chr11,66412301,66608909,train,BBS1,66510605,35633.0,30593.0
chr14,100627400,100824008,test,DLK1,100725704,159143.0,138291.0
chr10,47385854,47582462,train,ANXA8,47484158,7535.0,99885.0
chr11,55728914,55925522,valid,OR5L2,55827218,11533.0,7589.0
chr1,9490617,9687225,train,TMEM201,9588921,62810.0,49440.0
chr19,52946433,53143041,test,ERVV-2,53044737,246889.0,30817.0
chr1,109665723,109862331,train,EPS8L3,109764027,146214.0,22989.0
chr3,44412332,44608940,train,ZNF852,44510636,44556.0,32966.0
chrX,140406812,140603420,test,SOX3,140505116,279755.0,539596.0
chr12,57422405,57619013,train,MBD6,57520709,26622.0,192.0
chr12,19031447,19228055,train,PLEKHA5,19129751,274293.0,391651.0
chr10,71220953,71417561,train,SLC29A3,71319257,77676.0,106688.0
chrX,37473264,37669872,test,LANCL3,37571568,114190.0,222294.0
chr4,138144045,138340653,train,SLC7A11,138242349,773439.0,709855.0
chr2,237529271,237725879,valid,LRRFIP1,237627575,171169.0,25961.0
chr18,33480272,33676880,train,ASXL3,33578576,646376.0,137475.0
chr6,17294911,17491519,train,CAP2,17393215,207139.0,111870.0
chr9,136265485,136462093,train,DNLZ,136363789,9892.0,36314.0
chr17,28563786,28760394,train,SDF2,28662090,99.0,16636.0
chrX,16069176,16265784,valid,MAGEB17,16167480,482677.0,43925.0
chr18,3163604,3360212,train,MYL12B,3261908,149699.0,14428.0
chr4,75415641,75612249,train,THAP6,75513945,272.0,580851.0
chr20,23354553,23551161,train,CST11,23452857,38243.0,13173.0
chr16,56421979,56618587,train,BBS2,56520283,44765.0,68084.0
chr1,44689401,44886009,train,BEST4,44787705,12519.0,12455.0
chr1,118891252,119087860,train,TBX15,118989556,150839.0,804333.0
chr11,110331578,110528186,train,FDX1,110429882,283307.0,133160.0
chr18,12279010,12475618,train,AFG3L2,12377314,30581.0,69646.0
chr14,75424120,75620728,test,BATF,75522424,57164.0,94683.0
chr3,72963354,73159962,train,EBLN2,73061658,562751.0,64874.0
chr6,160023484,160220092,valid,SLC22A1,160121788,155850.0,152690.0
chr1,109589509,109786117,train,GSTM1,109687813,24441.0,19792.0
chr16,67986446,68183054,train,NFATC3,68084750,153352.0,61795.0
chr19,50267526,50464134,train,NAPSA,50365830,18373.0,32315.0
chr7,103051256,103247864,train,NAPEPLD,103149560,147861.0,74680.0
chr6,31487819,31684427,train,LST1,31586123,6862.0,3601.0
chr16,89718353,89914961,train,FANCA,89816657,1521.0,95673.0
chr3,112748552,112945160,train,CD200R1L,112846856,128266.0,197326.0
chr6,69768266,69964874,train,COL19A1,69866570,436513.0,69459.0
chr12,75382375,75578983,train,GLIPR1,75480679,30942.0,89610.0
chr19,2879141,3075749,train,TLE6,2977445,70190.0,32474.0
chr1,52963747,53160355,train,PODN,53062051,80581.0,134823.0
chr15,70794138,70990746,train,THAP10,70892442,204509.0,38283.0
chr8,66930257,67126865,train,PPP1R42,67028561,33864.0,65971.0
chr6,44244355,44440963,train,SPATS1,44342659,44865.0,29333.0
chrX,143419171,143615779,test,SPANXN3,143517475,118302.0,491558.0
chr4,153661931,153858539,train,RNF175,153760235,28885.0,58736.0
chr9,122516433,122713041,train,OR1Q1,122614737,46828.0,46260.0
chr1,1115828,1312436,train,TNFRSF4,1214132,17899.0,7441.0
chr12,109615923,109812531,train,FAM222A,109714227,118508.0,140353.0
chr5,80862367,81058975,train,RASGRF2,80960671,272613.0,305520.0
chr9,92571961,92768569,train,IPPK,92670265,94547.0,133610.0
chr17,48630874,48827482,train,HOXB13,48729178,88036.0,6011.0
chr6,56988539,57185147,train,ZNF451,57086843,85579.0,40312.0
chr10,13063249,13259857,train,MCM10,13161553,72781.0,62105.0
chr6,52146233,52342841,train,IL17F,52244537,40344.0,58151.0
chr4,51744695,51941303,train,DCUN1D4,51842999,174621.0,2856753.0
chr15,24869778,25066386,test,SNURF,24968082,470974.0,144446.0
chr4,109814579,110011187,train,EGF,109912883,286316.0,64682.0
chr12,53109003,53305611,train,ITGB7,53207307,25673.0,26398.0
chr19,18423823,18620431,train,ELL,18522127,21950.0,83826.0
chr6,127168305,127364913,train,RNF146,127266609,77000.0,148006.0
chr3,69024728,69221336,train,LMOD3,69123032,419551.0,38089.0
chr11,62091911,62288519,train,SCGB1D1,62190215,18452.0,66243.0
chr10,133248841,133445449,train,PRAP1,133347145,10890.0,10210.0
chr1,43187313,43383921,train,C1orf210,43285617,15375.0,14681.0
chr12,48767594,48964202,train,RND1,48865898,38211.0,13056.0
chr9,122412497,122609105,train,OR1J2,122510801,8339.0,32875.0
chr4,40651592,40848200,train,NSUN7,40749896,466818.0,119021.0
chr4,174187129,174383737,train,CEP44,174285433,237721.0,1169.0
chr3,98034393,98231001,train,OR5H1,98132697,16628.0,45525.0
chr14,104826511,105023119,test,PLD4,104924815,53542.0,59536.0
chr19,47233842,47430450,test,C5AR2,47332146,17134.0,42124.0
chrX,9869053,10065661,valid,CLDN34,9967357,48204.0,180902.0
